ParameterID,CategoryID,ParameterName,Abbreviation,UnitID,FormatID
519,635,"Cardiac output Pomp","Cardiac output Pomp",26,12
520,635,"Novacor Contr: Pump rate","Novacor Contr: Pump rate",15,11
522,635,"Novacor Contr: Peak eject","Novacor Contr: Peak eject",0,11
523,606,"17-OH Progesteron","17-OH Progesteron",0,10
524,606,"25-Hydroxy-Vitamine D","25-Hydroxy-Vitamine D",0,10
525,606,"Agarelektroforese UP","Agarelektroforese UP",0,10
526,606,"ALAT","ALAT",0,10
527,606,"Albumine","Albumine",0,10
528,606,"Aldolase","Aldolase",0,10
529,609,"Alkali reserve","Alkali reserve",0,10
530,606,"Alkalische Fosfatase","Alkalische Fosfatase",0,10
531,606,"Alpha-Amylase","Alpha-Amylase",0,10
532,612,"Antilich Ery's","Antilich Ery's",0,10
533,612,"Antilich Specific","Antilich Specific",0,10
534,612,"Antilich Titer","Antilich Titer",0,10
535,614,"APTT","APTT",0,10
536,609,"Art. Alkali Reserve","Art. Alkali Reserve",0,10
537,609,"Art. Base Excess","Art. Base Excess",0,10
538,609,"Ven. Base Excess","Ven. Base Excess",0,10
539,609,"Ven. Alkali Reserve","Ven. Alkali Reserve",0,10
540,609,"Bulb. Alkali Reserve","Bulb. Alkali Reserve",0,10
541,609,"Cap. Alkali Reserve","Cap. Alkali Reserve",0,10
542,609,"Cap. Base Excess","Cap. Base Excess",0,10
543,609,"Bulb. Base Excess","Bulb. Base Excess",0,10
544,609,"Art. O2 saturatie","Art. O2 saturatie",0,10
545,609,"Ven. O2 saturatie","Ven. O2 saturatie",0,10
546,609,"Cap. O2 saturatie","Cap. O2 saturatie",0,10
547,609,"Bulb. O2 saturatie","Bulb. O2 saturatie",0,10
548,609,"Bulb. PCO2","Bulb. PCO2",0,10
549,609,"Cap. PCO2","Cap. PCO2",0,10
550,609,"Art. PCO2","Art. PCO2",0,10
551,609,"Ven. PCO2","Ven. PCO2",0,10
552,609,"Ven. PH","Ven. PH",0,10
553,609,"Art. PH","Art. PH",0,10
554,609,"Cap. PH","Cap. PH",0,10
555,609,"Bulb. PH","Bulb. PH",0,10
556,609,"Bulb. PO2","Bulb. PO2",0,10
557,609,"Cap. PO2","Cap. PO2",0,10
558,609,"Art. PO2","Art. PO2",0,10
559,609,"Ven. PO2","Ven. PO2",0,10
560,606,"ASAT (OT)","ASAT (OT)",0,10
561,609,"Base Excess","Base Excess",0,10
562,612,"Baso","Baso",0,10
563,606,"Bicarbonaat","Bicarbonaat",0,10
564,606,"Bilirubine Geconjug","Bilirubine Geconjug",0,10
565,606,"Bilirubine Totaal","Bilirubine Totaal",0,10
566,612,"Blasten","Blasten",0,10
567,612,"Bloedgroep","Bloedgroep",0,NaN
568,612,"Bloedserum Aspect","Bloedserum Aspect",0,NaN
569,612,"BSE","BSE",0,10
570,606,"Calcium","Calcium",0,10
571,612,"CAPD Leucocyten","CAPD Leucocyten",0,10
572,606,"Chloride","Chloride",0,10
573,606,"Cholesterol","Cholesterol",0,10
574,606,"Cortisol","Cortisol",0,10
575,612,"CO-Hb","CO-Hb",0,10
576,606,"CPK-MB","CPK-MB",0,10
577,606,"Creatine Kinase (CPK)","Creatine Kinase (CPK)",0,10
578,606,"Creatinine","Creatinine",0,10
579,606,"Cyclosporine-A","Cyclosporine-A",0,10
580,606,"C-Reactief Proteine","C-Reactief Proteine",0,10
581,622,"Digoxine spiegel","Digoxine spiegel",0,10
582,612,"Directe Coombs test","Directe Coombs test",0,10
583,606,"Eiwitspectrum Albumine","Eiwitspectrum Albumine",0,10
584,606,"Eiwitspectrum Alpha-1","Eiwitspectrum Alpha-1",0,10
585,606,"Eiwitspectrum Alpha-2","Eiwitspectrum Alpha-2",0,10
586,606,"Eiwitspectrum Beta","Eiwitspectrum Beta",0,10
587,606,"Eiwitspectrum Gamma","Eiwitspectrum Gamma",0,10
588,612,"Eo","Eo",0,10
589,612,"Eo's absoluut","Eo's absoluut",0,10
590,612,"Erythroblasten","Erythroblasten",0,10
592,612,"Erythrocyt","Erythrocyt",0,10
593,606,"Ethanol","Ethanol",0,10
594,614,"Factor V act","Factor V act",0,10
595,614,"FDP Agglutinatie","FDP Agglutinatie",0,10
596,606,"Ferritinine","Ferritinine",0,10
597,614,"Fibrinogeen","Fibrinogeen",0,10
598,606,"Anorganisch Fosfaat","Anorganisch Fosfaat",0,10
599,606,"Gamma GT","Gamma GT",0,10
600,606,"Glucagon","Glucagon",0,10
601,606,"Glucose","Glucose",0,10
602,612,"Granulocyten","Granulocyten",0,10
603,612,"Haptoglobine","Haptoglobine",0,10
604,612,"Hb","Hb",0,10
605,612,"HbDH","HbDH",0,10
606,606,"HCG + Beta Unit","HCG + Beta Unit",0,10
607,612,"Hemoglobine profiel","Hemoglobine profiel",0,10
608,612,"Ht","Ht",0,10
609,606,"IGA ICX (PEG)","IGA ICX (PEG",0,10
610,606,"IGG -1","IGG -1",0,10
611,606,"IGG -2","IGG -2",0,10
612,606,"IGG -3","IGG -3",0,10
613,606,"IGG -4","IGG -4",0,10
614,606,"IJzer","IJzer",0,10
615,606,"Immuno-electroforese","Immuno-electroforese",0,10
616,614,"INR","INR",0,10
617,606,"Iso enzymen CK-MB","Iso enzymen CK-MB",0,10
618,606,"Iso enzymen LDH - 1","Iso enzymen LDH - 1",0,10
619,606,"Iso enzymen LDH - 2","Iso enzymen LDH - 2",0,10
620,606,"Iso enzymen LDH - 3","Iso enzymen LDH - 3",0,10
621,606,"Iso enzymen LDH - 4","Iso enzymen LDH - 4",0,10
622,606,"Iso enzymen LDH - 5","Iso enzymen LDH - 5",0,10
623,606,"Kalium","Kalium",0,10
624,606,"Kookproef","Kookproef",0,10
625,612,"Koude agglutinatie","Koude agglutinatie",0,10
626,612,"Kruisproef","Kruisproef",0,10
627,606,"Lactaat","Lactaat",0,10
628,606,"LDH","LDH",0,10
629,612,"Leucocyten","Leucocyten",0,10
630,606,"Lipase","Lipase",0,10
631,612,"Lymfocyten","Lymfocyten",0,10
632,606,"L.U.C.","L.U.C.",0,10
633,606,"Magnesium","Magnesium",0,10
634,612,"MCH","MCH",0,10
635,612,"MCHC","MCHC",0,10
636,612,"MCV","MCV",0,10
637,612,"Metamyelocyten","Metamyelocyten",0,10
638,612,"Meth. Hb","Meth. Hb",0,10
639,622,"Midazolam spiegel","Midazolam spiegel",0,10
640,612,"Mono specificatie","Mono specificatie",0,10
641,612,"Monocyten","Monocyten",0,10
642,612,"Myelocyten","Myelocyten",0,10
643,606,"Natrium","Natrium",0,10
644,612,"Neutrofielen","Neutrofielen",0,10
645,612,"N.S.E.","N.S.E.",0,10
646,609,"O2 saturatie","O2 saturatie",0,10
647,606,"Parathormoon","Parathormoon",0,10
648,609,"PCO2","PCO2",0,10
649,609,"PO2","PO2",0,10
650,609,"PH","PH",0,10
651,612,"Pre myelocyten","Pre myelocyten",0,10
652,614,"PT","PT",0,10
653,612,"Reticulocyten","Reticulocyten",0,10
654,612,"Rhesus D","Rhesus D",0,10
655,612,"Rood bloedbeeld","Rood bloedbeeld",0,10
656,612,"Segmentkernigen","Segmentkernigen",0,10
657,612,"Staafkernigen","Staafkernigen",0,10
658,606,"Sulfosalicylzuur","Sulfosalicylzuur",0,10
659,606,"T4","T4",0,10
660,606,"Totaal Eiwit","Totaal Eiwit",0,10
661,606,"Transferrine reactie","Transferrine reactie",0,10
662,612,"Trombocyten","Trombocyten",0,10
663,606,"Troponine","Troponine",0,10
664,606,"TSH","TSH",0,10
665,606,"Ureum","Ureum",0,10
666,622,"Urine 24u Creatinine","Urine 24u Creatinine",0,10
667,622,"Urine 24u Soortelijk gewicht","Urine 24u Soortelijk gewicht",0,10
668,622,"Urine 24u Totaal eiwit.","Urine 24u Totaal eiwit.",0,10
669,622,"Urine 24u Glucose","Urine 24u Glucose",0,10
670,622,"Urine 24u Kalium","Urine 24u Kalium",0,10
671,622,"Urine 24u Ketonlichamen","Urine 24u Ketonlichamen",0,10
672,622,"Urine 24u Natrium","Urine 24u Natrium",0,10
673,622,"Urine 24u PH","Urine 24u PH",0,10
674,622,"Urine 24u Totaal Eiwit","Urine 24u Totaal Eiwit",0,10
675,622,"Urine 24u Ureum","Urine 24u Ureum",0,10
676,622,"Ureum sediment","Ureum sediment",0,NaN
677,622,"Urine sed. am. Uraten","Urine sed. am. Uraten",0,10
678,622,"Urine Bacterien (sediment)","Urine Bacterien (sediment)",0,10
679,622,"Erytrocyten (sediment)","Erytrocyten (sediment)",0,10
680,622,"Urine sed Fosfaten","Urine sed Fosfaten",0,10
681,622,"Urine sed HPS Ery","Urine sed HPS Ery",0,10
682,622,"Hyaline Cylinders (sediment)","Hyaline Cylinders (sediment)",0,10
683,622,"Korrel Cylinders (sediment)","Korrel Cylinders (sediment)",0,10
684,622,"Leucocyten (sediment)","Leucocyten (sediment)",0,10
685,622,"Plaveisel Epitheel (sediment)","Plaveisel Epitheel (sediment)",0,10
686,622,"Rond Epitheel (sediment)","Rond Epitheel (sediment)",0,10
687,622,"Urine sed Uraat.cyl","Urine sed Uraat.cyl",0,10
688,622,"Urine port. Bicarbonaat","Urine port. Bicarbonaat",0,10
689,622,"Urine kwal. Eiwit","Urine kwal. Eiwit",0,10
690,622,"Urine kwal. Glucose","Urine kwal. Glucose",0,10
691,622,"Urine kwal. Hb","Urine kwal. Hb",0,10
692,622,"Urine port. Kalium","Urine port. Kalium",0,10
693,622,"Urine kwal. Leuco","Urine kwal. Leuco",0,10
694,622,"Urine port. Natrium","Urine port. Natrium",0,10
695,622,"Urine kwal. Nitriet","Urine kwal. Nitriet",0,10
696,622,"Urine port. PH","Urine port. PH",0,10
697,622,"Urine port. Ureum","Urine port. Ureum",0,10
698,622,"Urine port. a-Amylase","Urine port. a-Amylase",0,10
699,622,"Urine kwal. Soortelijk gewicht","Urine kwal. Soortelijk gewicht",0,10
700,622,"Urine port. Bilirubine","Urine port. Bilirubine",0,10
701,622,"Urine port. Creatinine","Urine port. Creatinine",0,10
702,622,"Urine kwal. Ketonlichamen","Urine kwal. Ketonlichamen",0,10
703,622,"Urine port. Totaal Eiwit","Urine port. Totaal Eiwit",0,10
704,622,"Urine port. Urobiline","Urine port. Urobiline",0,10
705,606,"Urinezuur","Urinezuur",0,10
706,622,"Vitamine A [D]","Vitamine A D",0,10
707,622,"Vitamine E Alfa","Vitamine E Alfa",0,10
708,622,"Vitamine E Delta","Vitamine E Delta",0,10
709,622,"Vitamine E Gamma","Vitamine E Gamma",0,10
710,622,"Vitamine E Totaal","Vitamine E Totaal",0,10
711,606,"Vrij Calcium","Vrij Calcium",0,10
712,606,"Vrij Calcium omgerekend","Vrij Calcium omgerekend",0,10
713,612,"Vrij Hb","Vrij Hb",0,10
714,612,"Wit bloedbeeld","Wit bloedbeeld",0,10
715,595,"Natriumcitraat","Natriumcitraat",6,11
716,595,"Heparine Na","Heparine Na",6,11
717,595,"HF - 32 - Bic","HF - 32 - Bic",6,11
718,595,"SH - 44 Hep + NaBic","SH - 44 Hep + NaBic",6,11
719,595,"SH - 44 Hep","SH - 44 Hep",6,11
720,603,"Galdrain","Galdrain",6,11
752,592,"Disopyramide (Ritmoforine)","Disopyramide (Ritmoforine)",10,11
755,823,"Behandelingsbeperking","Behandelingsbeperking",0,NaN
756,655,"Bronchiaal toilet","Bronchiaal toilet",NaN,NaN
757,823,"Zuurstof toedienen","Zuurstof toedienen",0,NaN
758,730,"< 7 dagen opname IC (FT)","< 7 dagen opname IC (FT)",NaN,NaN
759,823,"Starten met non-invasieve beademing","Starten met non-invasieve beademing",0,NaN
760,823,"(Re) intubatie","(Re) intubatie",0,NaN
761,823,"Starten met invasieve beademing","Starten met invasieve beademing",0,NaN
762,823,"Hartmassage (form behandelingsbeperking)","Hartmassage (form behandelingsbeperking)",0,NaN
763,823,"Defibrilleren","Defibrilleren",0,NaN
764,823,"Draineren pneumothorax","Draineren pneumothorax",0,NaN
765,824,"(Her)opname intensive care (ontslagbrief volwassenen)","(Her)opname intensive care (ontslagbrief volwassen",NaN,NaN
766,823,"Vaso actieve middelen","Vaso actieve middelen",0,NaN
767,823,"Antibiotica","Antibiotica",0,NaN
768,823,"Bloed en bloedproducten","Bloed en bloedproducten",0,NaN
769,823,"Sondevoeding","Sondevoeding",0,NaN
770,823,"Vocht of voeding IV","Vocht of voeding IV",0,NaN
771,823,"Vaatvulling","Vaatvulling",0,NaN
772,823,"Dialyse","Dialyse",0,NaN
774,592,"Efedrine","Efedrine",10,12
775,637,"Centrifugaalpomp","Centrifugaalpomp",0,NaN
776,637,"Hart Long Machine nummer","Hart Long Machine nummer",0,NaN
777,637,"Oxygenator","Oxygenator",NaN,NaN
778,637,"Oxygenator serienummer","Oxygenator serienummer",0,NaN
779,637,"Oxygenator naam/nr","Oxygenator naam/nr",0,NaN
780,637,"Slang Arterieel","Slang Arterieel",0,NaN
781,599,"Arteriele Lijndruk","Arteriele Lijndruk",173,11
782,599,"Centrifugaalpomp RPM","Centrifugaalpomp RPM",15,11
783,648,"Gasflow liters/min","Gasflow liters/min",26,14
784,648,"Gasflow FiO2%","Gasflow FiO2%",0,16
785,599,"ECC Bloedtemperatuur","ECC Bloedtemperatuur",0,10
786,599,"ECC Watertemperatuur","ECC Watertemperatuur",0,10
787,599,"Arteriele Flow","Arteriele Flow",26,13
788,637,"Arterieel Filter","Arterieel Filter",0,NaN
789,637,"Custom Pack","Custom Pack",0,NaN
790,637,"Custom Pack Ref.nummer","Custom Pack Ref.nummer",0,NaN
791,637,"Slang Veneus","Slang Veneus",0,NaN
792,641,"ACT junior","ACT junior",3,11
793,641,"ECC ACT+","ECC ACT+",3,11
794,641,"ECC HiTT","ECC HiTT",3,11
795,641,"ECC Hb","ECC Hb",0,10
796,641,"ECC Ht","ECC Ht",0,10
797,641,"ECC Art. PO2","ECC Art. PO2",0,10
798,641,"ECC Art. PCO2","ECC Art. PCO2",0,10
799,641,"ECC Ven. PCO2","ECC Ven. PCO2",0,10
800,641,"ECC Ven. PO2","ECC Ven. PO2",0,10
801,641,"ECC Ven. PH","ECC Ven. PH",0,10
802,641,"ECC Art. PH","ECC Art. PH",0,10
803,641,"ECC Art. Base Excess","ECC Art. Base Excess",0,10
804,641,"ECC Ven. Base Excess","ECC Ven. Base Excess",0,10
805,641,"ECC Ven. O2 Saturatie","ECC Ven. O2 Saturatie",0,10
806,641,"ECC Art. O2 Saturatie","ECC Art. O2 Saturatie",0,10
807,641,"ECC HCO3","ECC HCO3",0,10
809,637,"IABP catheter type","IABP catheter type",0,NaN
810,637,"IABP catheter Lot.nummer","IABP catheter Lot.nummer",0,NaN
811,637,"Custom Pack Lot.nummer","Custom Pack Lot.nummer",0,NaN
812,704,"123456A","123456A",0,11
813,599,"Flow","Flow (BSA*2.4)",26,13
814,642,"Arteriele Canule 1","Arteriele Canule 1",NaN,NaN
815,642,"Arteriele Canule 2","Arteriele Canule 2",NaN,NaN
816,642,"Lokatie Art.Canule 1","Lokatie Art.Canule 1",NaN,NaN
817,642,"Arteriele Canule 3","Arteriele Canule 3",NaN,NaN
818,642,"Lokatie Art.Canule 2","Lokatie Art.Canule 2",NaN,NaN
819,643,"Lokatie Ven.Canule 2","Lokatie Ven.Canule 2",0,NaN
820,643,"Veneuze Canule 1","Veneuze Canule 1",NaN,NaN
821,643,"Veneuze Canule 3","Veneuze Canule 3",NaN,NaN
822,643,"Veneuze Canule 2","Veneuze Canule 2",NaN,NaN
823,643,"Lokatie Ven.Canule 1","Lokatie Ven.Canule 1",0,NaN
824,644,"CPL methodiek","CPL methodiek",0,NaN
826,644,"CPL soort","CPL soort",0,NaN
827,644,"CPL Canule","CPL Canule",NaN,NaN
829,642,"Lokatie Art.Canule 3","Lokatie Art.Canule 3",NaN,NaN
830,596,"NaCl 0,45%","NaCl 0,45%",6,11
831,621,"ECC Priming","ECC Priming",6,11
832,643,"Lokatie Ven.Canule 3","Lokatie Ven.Canule 3",0,NaN
834,589,"Opnamediagnose","Opnamediagnose",0,NaN
835,589,"Overige opnamediagnoses","Overige opnamediagnoses",0,NaN
836,824,"Reden voor ontslag (Ontslagbrief MC)","Reden voor ontslag (Ontslagbrief MC)",NaN,NaN
837,635,"Fenobarbital spiegel.","Fenobarbital spiegel.",0,10
838,635,"Fenytoine spiegel.","Fenytoine spiegel.",0,10
839,622,"Ethanol spiegel","Ethanol spiegel",0,10
840,635,"Reuse -","Reuse -",0,10
841,622,"Gentamycine spiegel","Gentamycine spiegel",0,10
842,622,"Netilmicine spiegel","Netilmicine spiegel",0,10
844,595,"Inst: Toevoeging Na-K-Fosfaat mmol/L","Inst: Toevoeging Na-K-Fosfaat mmol/L",191,10
845,635,"Paracetamol spiegel.","Paracetamol spiegel.",0,10
846,622,"Ciclosporine spiegel","Ciclosporine spiegel",0,10
847,622,"Amiodaron spiegel","Amiodaron spiegel",0,10
848,622,"Antidepressiva/Antipsychotica","Antidepressiva/Antipsychotica",0,NaN
849,622,"Barbituraten spiegel","Barbituraten spiegel",0,NaN
850,622,"Benzodiazepinen spiegel","Benzodiazepinen spiegel",NaN,NaN
851,595,"Reden staken","Reden staken",NaN,NaN
852,591,"Myoclonieen","Myoclonieen",NaN,NaN
868,730,"Abductie linker schouder (FT)","Abductie linker schouder (FT)",NaN,NaN
869,730,"Abductie rechter schouder (FT)","Abductie rechter schouder (FT)",NaN,NaN
870,730,"Dorsaal/palmair flexie linker pols (FT)","Dorsaal/palmair flexie linker pols (FT)",NaN,NaN
871,730,"Dorsaal/palmair flexie rechter pols (FT)","Dorsaal/palmair flexie rechter pols (FT)",NaN,NaN
872,730,"Dorsaal/plantair flexie linker enkel (FT)","Dorsaal/plantair flexie linker enkel (FT)",NaN,NaN
873,730,"Dorsaal/plantair flexie rechter enkel (FT)","Dorsaal/plantair flexie rechter enkel (FT)",NaN,NaN
874,730,"Exo-/endorotatie linker heup (FT)","Exo-/endorotatie linker heup (FT)",NaN,NaN
875,730,"Exo-/endorotatie linker schouder (FT)","Exo-/endorotatie linker schouder (FT)",NaN,NaN
876,730,"Exo-/endorotatie rechter heup (FT)","Exo-/endorotatie rechter heup (FT)",NaN,NaN
877,730,"Exo-/endorotatie rechter schouder (FT)","Exo-/endorotatie rechter schouder (FT)",NaN,NaN
878,823,"Opmerkingen reanimatie","Opmerkingen reanimatie",0,NaN
879,823,"Opmerkingen respiratie","Opmerkingen respiratie",0,NaN
880,823,"Opmerkingen overig","Opmerkingen overig",0,NaN
881,823,"Opmerkingen palliatief beleid","Opmerkingen palliatief beleid",0,NaN
882,730,"Anteflexie/retroflexie linker schouder (FT)","Anteflexie/retroflexie linker schouder (FT)",NaN,NaN
883,730,"Anteflexie/retroflexie rechter schouder (FT)","Anteflexie/retroflexie rechter schouder (FT)",NaN,NaN
884,817,"Type wond wond 1","Type wond wond 1",0,NaN
885,817,"Type wond (anders) 1","Type wond (anders) 1",0,NaN
886,730,"Flexie/extensie linker elleboog (FT)","Flexie/extensie linker elleboog (FT)",NaN,NaN
887,817,"Datum laatste foto wond 1","Datum laatste foto wond 1",0,NaN
888,635,"Necrosepercentage (zwart)","Necrosepercentage (zwart)",0,16
889,635,"Exsudaatpercentage (geel)","Exsudaatpercentage (geel)",0,16
890,635,"Granulaatpercentage (rood)","Granulaatpercentage (rood)",0,16
891,817,"Diepte in cm wond 1","Diepte in cm wond 1",50,12
892,817,"Breedte in cm wond 1","Breedte in cm wond 1",50,11
893,817,"Lengte in cm wond 1","Lengte in cm wond 1",50,11
894,817,"Aspect wondranden wond 1","Aspect wondranden wond 1",0,NaN
895,817,"Wondinspectie door wond 1","Wondinspectie door wond 1",0,NaN
896,817,"Volgende wondinspectie wond 1","Volgende wondinspectie wond 1",0,NaN
897,817,"Opdracht wondbehandeling wond 1","Opdracht wondbehandeling wond 1",0,NaN
898,817,"Geur wond 1","Geur wond 1",0,NaN
899,817,"Exsudaatvorming wond 1","Exsudaatvorming wond 1",0,NaN
900,817,"Wondpijn wond 1","Wondpijn wond1",0,NaN
901,817,"Pijnmedicatie wond 1","Pijnmedicatie wond 1",0,NaN
904,641,"ECC Kalium","ECC Kalium",0,10
905,639,"Bypass","Bypass",0,NaN
906,639,"Antegrade cerebrale perfusie","Antegrade cerebrale perfusie",0,NaN
907,639,"Circulatoir arrest","Circulatoir arrest",0,NaN
908,639,"Modified Ultra Filtratie","Modified Ultra Filtratie",0,NaN
909,639,"Occlusie been","Occlusie been",0,NaN
910,639,"Aortaklem","Aortaklem",0,NaN
911,639,"Reperfusie","Reperfusie",0,NaN
912,639,"Cardioplegie","Cardioplegie",0,NaN
913,639,"Ischemie","Ischemie",0,NaN
915,592,"Esmolol (Brevibloc)","Esmolol (Brevibloc)",10,11
917,639,"Inbrengen IABP","Inbrengen IABP",0,NaN
918,592,"Fysostigmine","Fysostigmine",10,12
919,587,"Bloed uit drains","Bloed uit drains",6,11
927,642,"Lokatie Art.Canule 1 overig","Lokatie Art.Canule 1 overig",0,NaN
928,642,"Lokatie Art.Canule 2 overig","Lokatie Art.Canule 2 overig",0,NaN
929,642,"Lokatie Art.Canule 3 overig","Lokatie Art.Canule 3 overig",0,NaN
930,643,"Lokatie Ven.Canule 3 overig","Lokatie Ven.Canule 3 overig",0,NaN
931,643,"Lokatie Ven.Canule 2 overig","Lokatie Ven.Canule 2 overig",0,NaN
932,643,"Lokatie Ven.Canule 1 overig","Lokatie Ven.Canule 1 overig",0,NaN
933,637,"Vent/sump","Vent/sump",0,NaN
934,592,"Acetazolamide (Diamox)","Acetazolamide (Diamox)",10,11
935,592,"Natriumsulfaat","Natriumsulfaat",9,11
936,637,"Hemofilter Minntech","Hemofilter Minntech",0,NaN
1533,678,"Overig infectieziekten","Overig infectieziekten",0,NaN
1534,678,"Overig medicatie","Overig medicatie",0,NaN
1535,678,"Overig homeopathische medicatie","Overig homeopathische medicatie",0,NaN
1536,678,"Overig allergie","Overig allergie",0,NaN
1537,678,"Overig ischemische hartafwijkingen","Overig ischemische hartafwijkingen",0,NaN
1538,678,"Overig hartfalen","Overig hartfalen",0,NaN
1539,678,"Overig hypertensie","Overig hypertensie",0,NaN
1540,678,"Overig ritmestoornissen","Overig ritmestoornissen",0,NaN
1541,678,"Overig tractus respiratorius","Overig tractus respiratorius",0,NaN
1542,678,"Overig tractus digestivus","Overig tractus digestivus",0,NaN
1543,678,"Overig tractus urogenitalis","Overig tractus urogenitalis",0,NaN
1544,678,"Overig endocrinologie","Overig endocrinologie",0,NaN
1545,678,"Overig neuromusculair","Overig neuromusculair",0,NaN
1546,678,"Overig haemorragische diathese","Overig haemorragische diathese",0,NaN
1547,678,"Liggingsproblemen OK","Liggingsproblemen OK",0,NaN
1548,678,"Zwangerschap","Zwangerschap",0,NaN
1549,678,"NYHA","NYHA",0,NaN
1550,678,"Dyspnoe klasse","Dyspnoe klasse",0,NaN
1551,678,"Hypertensie VG","Hypertensie VG",0,NaN
1552,678,"MET","MET",0,NaN
1553,678,"Homeopatische medicatie","Homeopatische medicatie",0,NaN
1554,678,"Thuismedicatie","Thuismedicatie",0,NaN
1555,678,"Roken","Roken",0,NaN
1556,678,"Alcohol","Alcohol",0,NaN
1557,678,"Drugs","Drugs",0,NaN
1558,678,"Roken gestopt (jaartal)","Roken gestopt (jaartal)",0,NaN
1559,678,"Alcohol gestopt (jaartal)","Alcohol gestopt (jaartal)",0,NaN
1560,678,"Drugs gestopt (jaartal)","Drugs gestopt (jaartal)",0,NaN
1561,678,"Aantal jaren gerookt","Aantal jaren gerookt",0,11
1562,678,"Intoxicaties sigaretten","Intoxicaties sigaretten",0,NaN
1563,678,"Intoxicaties alcohol","Intoxicaties alcohol",0,NaN
1564,678,"Intoxicaties drugs","Intoxicaties drugs",0,NaN
1565,678,"Ischemische hartafwijkingen VG","Ischemische hartafwijkingen VG",0,NaN
1566,682,"Opnamesoort (anesthesie)","Opnamesoort (anesthesie)",0,NaN
1567,675,"Urgentie (aanvrager)","Urgentie.",0,NaN
1568,675,"Type & Screen afnemen","Type & Screen afnemen",0,NaN
